SeriesInd,group,Var01,Var02
2012-04-21,S01,32.68,4770200
2012-04-22,S01,32.540001,5181000
2012-04-23,S01,32.5,3476100
2012-04-27,S01,32.439999,2668500
2012-04-28,S01,32.509998,3209100
2012-04-29,S01,32.599998,3932500
2012-04-30,S01,32.610001,3715800
2012-05-01,S01,32.630001,3312700
2012-05-04,S01,32.990002,7092500
2012-05-05,S01,32.830002,7914000
2012-05-06,S01,32.860001,8129000
2012-05-07,S01,33.34,7386900
2012-05-08,S01,33.470001,7311300
2012-05-11,S01,33.5,7539900
2012-05-12,S01,33.68,7132400
2012-05-13,S01,33.790001,6076400
2012-05-14,S01,33.52,6322700
2012-05-15,S01,34.049999,9007000
2012-05-19,S01,34.860001,12052600
2012-05-20,S01,34.700001,8340800
2012-05-21,S01,34.189999,8664800
2012-05-22,S01,34.490002,9172000
2012-05-25,S01,34.650002,10857200
2012-05-26,S01,34.799999,13185000
2012-05-27,S01,34.41,7400100
2012-05-28,S01,34.84,8342800
2012-05-29,S01,34.869999,10601600
2012-06-01,S01,34.27,10917600
2012-06-02,S01,35,11582700
2012-06-03,S01,35.290001,8260800
2012-06-04,S01,35.209999,5733900
2012-06-05,S01,35.540001,7638900
2012-06-08,S01,35.84,11631600
2012-06-09,S01,35.43,7368100
2012-06-10,S01,35.27,7180900
2012-06-11,S01,35.240002,8146700
2012-06-12,S01,35.799999,7664900
2012-06-15,S01,35.959999,6127800
2012-06-16,S01,36.07,9430000
2012-06-17,S01,36.299999,10480600
2012-06-18,S01,36.48,7274200
2012-06-19,S01,36.549999,8413700
2012-06-23,S01,36.23,11659200
2012-06-24,S01,35.810001,10972000
2012-06-25,S01,35.810001,11297100
2012-06-26,S01,35.799999,9369200
2012-06-29,S01,35.919998,13051500
2012-06-30,S01,35.880001,11102500
2012-07-01,S01,36.549999,17687100
2012-07-02,S01,36.709999,12224500
2012-07-03,S01,36.540001,10161000
2012-07-06,S01,36.59,15939500
2012-07-07,S01,35.990002,8853200
2012-07-08,S01,35.439999,12583300
2012-07-09,S01,34.689999,13036000
2012-07-10,S01,34.939999,13817500
2012-07-13,S01,34.740002,10121300
2012-07-14,S01,34.119999,17387700
2012-07-15,S01,33.799999,23147200
2012-07-16,S01,33.490002,12766300
2012-07-17,S01,33.59,10883300
2012-07-20,S01,34.119999,7150200
2012-07-21,S01,33.939999,5988400
2012-07-22,S01,34.27,8396900
2012-07-23,S01,34.939999,9211000
2012-07-24,S01,34.939999,4980200
2012-07-27,S01,34.950001,6139600
2012-07-28,S01,34.959999,6827800
2012-07-29,S01,35.240002,9258200
2012-07-30,S01,34.860001,6210400
2012-07-31,S01,34.93,8913400
2012-08-03,S01,34.470001,10518900
2012-08-04,S01,35.080002,29932700
2012-08-05,S01,34.91,11919300
2012-08-06,S01,35.25,13601600
2012-08-07,S01,35.43,9394900
2012-08-10,S01,35.360001,9890800
2012-08-11,S01,34.720001,18326800
2012-08-12,S01,34.369999,11376800
2012-08-13,S01,34.799999,9662400
2012-08-14,S01,35.040001,12136500
2012-08-17,S01,35.07,17041000
2012-08-18,S01,34.919998,18789800
2012-08-19,S01,35.279999,12237100
2012-08-20,S01,35.669998,11094100
2012-08-24,S01,35.610001,5778000
2012-08-25,S01,35.779999,13900000
2012-08-26,S01,35.98,10311600
2012-08-27,S01,35.849998,10224400
2012-08-28,S01,35.790001,5916400
2012-08-31,S01,35.66,10262200
2012-09-01,S01,35.080002,8558900
2012-09-02,S01,35.040001,8118100
2012-09-03,S01,35.560001,9879900
2012-09-04,S01,35.619999,8870100
2012-09-07,S01,35.599998,7274500
2012-09-08,S01,35.630001,6327000
2012-09-09,S01,35.59,7755300
2012-09-10,S01,35.439999,7941500
2012-09-11,S01,35.57,8390400
2012-09-14,S01,35.529999,6690100
2012-09-15,S01,34.830002,10541300
2012-09-16,S01,35.27,8255100
2012-09-17,S01,35.209999,6899500
2012-09-18,S01,35.189999,7365200
2012-09-21,S01,34.599998,8218300
2012-09-22,S01,34.34,8304600
2012-09-23,S01,34.509998,6798600
2012-09-24,S01,34.360001,7301400
2012-09-25,S01,34.759998,5142900
2012-09-29,S01,35.299999,8640100
2012-09-30,S01,35.16,8774200
2012-10-01,S01,34.369999,7588700
2012-10-02,S01,34.080002,7389700
2012-10-05,S01,33.669998,7807300
2012-10-06,S01,33.68,8540200
2012-10-07,S01,33.169998,13622300
2012-10-08,S01,33.27,13681200
2012-10-09,S01,32.810001,9875600
2012-10-12,S01,32.400002,10270800
2012-10-13,S01,32.52,8279100
2012-10-14,S01,32.200001,11576500
2012-10-15,S01,31.719999,9336700
2012-10-16,S01,31.65,10739100
2012-10-19,S01,31.4,9324900
2012-10-20,S01,32.119999,7883600
2012-10-21,S01,32.110001,7014800
2012-10-22,S01,32.18,12057200
2012-10-23,S01,32.110001,13362400
2012-10-26,S01,31.91,10247100
2012-10-27,S01,31.99,9212900
2012-10-28,S01,32.099998,9302900
2012-10-29,S01,32.880001,11609100
2012-10-30,S01,33.66,9562700
2012-11-03,S01,33.5,9269800
2012-11-04,S01,33.189999,8892100
2012-11-05,S01,33.599998,10338100
2012-11-06,S01,33.27,8422200
2012-11-09,S01,33,7093600
2012-11-10,S01,31.799999,26187100
2012-11-11,S01,31.59,12708900
2012-11-12,S01,31.49,11017200
2012-11-13,S01,30.969999,9349800
2012-11-16,S01,30.870001,9592800
2012-11-17,S01,31.51,11095800
2012-11-18,S01,31.620001,8028600
2012-11-19,S01,31.799999,11624400
2012-11-20,S01,31.940001,9893200
2012-11-23,S01,31.68,11566300
2012-11-24,S01,32.02,11919400
2012-11-25,S01,31.190001,13121000
2012-11-26,S01,30.700001,9898800
2012-11-27,S01,30.17,13036900
2012-11-30,S01,30.139999,13751200
2012-12-01,S01,29.77,13498600
2012-12-02,S01,29.42,13077500
2012-12-03,S01,29.09,17343200
2012-12-04,S01,28.389999,31502600
2012-12-07,S01,26.98,25663400
2012-12-08,S01,27.139999,23017700
2012-12-09,S01,27.190001,28457800
2012-12-10,S01,27.610001,20370500
2012-12-11,S01,27.799999,11555500
2012-12-14,S01,27.58,7839100
2012-12-15,S01,27.27,10995500
2012-12-16,S01,27.5,9162100
2012-12-17,S01,26.219999,18962600
2012-12-18,S01,25.799999,14538600
2012-12-21,S01,25.559999,9588100
2012-12-22,S01,26.24,13844400
2012-12-23,S01,26.299999,11949500
2012-12-24,S01,26.16,12546000
2012-12-25,S01,25.73,15462500
2012-12-28,S01,26.17,9048600
2012-12-29,S01,26.33,7300000
2012-12-30,S01,26.610001,9876300
2012-12-31,S01,26.33,15109700
2013-01-01,S01,25.35,8404900
2013-01-05,S01,24.959999,11354200
2013-01-06,S01,25.99,12871000
2013-01-07,S01,26.41,13739700
2013-01-08,S01,26.49,23446100
2013-01-11,S01,26.5,16605700
2013-01-12,S01,26.73,12052700
2013-01-13,S01,27.620001,18588600
2013-01-14,S01,27.83,14892000
2013-01-15,S01,28.16,12759400
2013-01-18,S01,27.809999,11942000
2013-01-19,S01,28.24,11149200
2013-01-20,S01,27.91,12155600
2013-01-21,S01,26.52,14769700
2013-01-22,S01,27.25,17627300
2013-01-25,S01,27.440001,15797300
2013-01-26,S01,28.34,13922300
2013-01-27,S01,28.15,13501300
2013-01-28,S01,27.969999,10490600
2013-01-29,S01,27.32,11801600
2013-02-01,S01,27.290001,20014800
2013-02-02,S01,27.290001,19500000
2013-02-03,S01,28.24,14356900
2013-02-04,S01,28.370001,17399400
2013-02-05,S01,29.200001,17818200
2013-02-08,S01,30.15,15206000
2013-02-09,S01,29.9,9499200
2013-02-10,S01,30.23,11651200
2013-02-11,S01,30.629999,14573200
2013-02-12,S01,30.98,16026000
2013-02-15,S01,30.889999,12213500
2013-02-16,S01,31,12008100
2013-02-17,S01,30.860001,11689900
2013-02-18,S01,30.35,13876900
2013-02-19,S01,31.25,14435800
2013-02-22,S01,31.709999,15743800
2013-02-23,S01,31.66,21694200
2013-02-24,S01,31.309999,14127800
2013-02-25,S01,32,12756600
2013-02-26,S01,31.879999,9854200
2013-03-01,S01,31.280001,8254300
2013-03-02,S01,30.26,12316000
2013-03-03,S01,30.370001,7825700
2013-03-04,S01,31.18,12362900
2013-03-05,S01,31.950001,18602100
2013-03-08,S01,31.76,7031900
2013-03-09,S01,31.93,11850200
2013-03-10,S01,31,10254000
2013-03-11,S01,30.91,8994100
2013-03-12,S01,31.68,7419400
2013-03-15,S01,31.719999,9040400
2013-03-16,S01,31.51,10368600
2013-03-17,S01,32.09,22256700
2013-03-18,S01,31.49,13049200
2013-03-19,S01,30.57,12282400
2013-03-22,S01,29.85,10792100
2013-03-23,S01,29.24,16233300
2013-03-24,S01,28.459999,10462000
2013-03-26,S01,28.209999,3502700
2013-03-29,S01,29.1,9861100
2013-03-30,S01,29.25,7822100
2013-03-31,S01,30.139999,13023400
2013-04-01,S01,30.389999,10578900
2013-04-02,S01,30.530001,7346600
2013-04-05,S01,30.67,8738100
2013-04-06,S01,30.540001,8930700
2013-04-07,S01,30.940001,12100000
2013-04-08,S01,31.030001,11444800
2013-04-09,S01,30.02,25529300
2013-04-12,S01,29.629999,13771600
2013-04-13,S01,29.5,10965400
2013-04-14,S01,28.73,9297600
2013-04-15,S01,28.58,10480000
2013-04-16,S01,29.1,12977200
2013-04-19,S01,28.780001,7476100
2013-04-20,S01,29.49,14606400
2013-04-21,S01,29.43,12816000
2013-04-22,S01,29.6,8592600
2013-04-23,S01,29.790001,3896300
2013-04-27,S01,29.799999,3630400
2013-04-28,S01,29.629999,3759300
2013-04-29,S01,29.360001,3496800
2013-04-30,S01,29.440001,3809800
2013-05-04,S01,29.940001,7226200
2013-05-05,S01,29.75,5837400
2013-05-06,S01,29.9,6568700
2013-05-07,S01,29.780001,6052800
2013-05-10,S01,30.27,8040700
2013-05-11,S01,30.690001,10151400
2013-05-12,S01,30.780001,6446000
2013-05-13,S01,31.440001,8783200
2013-05-14,S01,31.360001,8155900
2013-05-18,S01,31.379999,5753900
2013-05-19,S01,33.830002,27363300
2013-05-20,S01,34.099998,14179800
2013-05-21,S01,33.740002,11312300
2013-05-24,S01,33.799999,14837600
2013-05-25,S01,33.48,20920600
2013-05-26,S01,32.900002,17599800
2013-05-27,S01,33.23,12689000
2013-05-28,S01,32.830002,8431400
2013-05-31,S01,32.290001,9225100
2013-06-01,S01,32.470001,12000000
2013-06-02,S01,33.189999,11813400
2013-06-03,S01,33.200001,9876300
2013-06-04,S01,34.09,14258500
2013-06-07,S01,33.779999,8693800
2013-06-08,S01,33.619999,9965500
2013-06-09,S01,34.060001,8367800
2013-06-10,S01,33.990002,6474900
2013-06-11,S01,33.509998,5420100
2013-06-14,S01,33.77,7301600
2013-06-15,S01,33.240002,7100000
2013-06-16,S01,33.540001,8579500
2013-06-17,S01,34.209999,8888700
2013-06-18,S01,34.150002,7659300
2013-06-22,S01,33.630001,6831500
2013-06-23,S01,33.41,6498700
2013-06-24,S01,33.5,5775600
2013-06-25,S01,33.599998,3609200
2013-06-28,S01,33.400002,5986000
2013-06-29,S01,33.84,6378700
2013-06-30,S01,33.73,7069700
2013-07-01,S01,33.560001,6630800
2013-07-02,S01,33.349998,4721800
2013-07-05,S01,32.779999,7860800
2013-07-06,S01,32.18,8830100
2013-07-07,S01,32.759998,7537300
2013-07-08,S01,32.98,7189900
2013-07-09,S01,32.490002,12369800
2013-07-12,S01,32.439999,7050900
2013-07-13,S01,32.299999,10321000
2013-07-14,S01,32.639999,8657900
2013-07-15,S01,32.82,8428200
2013-07-16,S01,33.299999,11965600
2013-07-19,S01,33.93,10684400
2013-07-20,S01,33.709999,7977800
2013-07-21,S01,33.759998,8250000
2013-07-22,S01,33.509998,5536800
2013-07-23,S01,33.560001,6339900
2013-07-26,S01,34,5712600
2013-07-27,S01,34.240002,5476200
2013-07-28,S01,33.830002,6509900
2013-07-29,S01,33.349998,7208600
2013-07-30,S01,33.900002,7785300
2013-08-02,S01,33.41,7410300
2013-08-03,S01,33.200001,7874900
2013-08-04,S01,32.32,10254000
2013-08-05,S01,32.650002,6112500
2013-08-09,S01,32.290001,5092200
2013-08-10,S01,32.380001,11486600
2013-08-11,S01,32.18,5891500
2013-08-12,S01,32.560001,5873200
2013-08-13,S01,32.799999,8947700
2013-08-16,S01,32.66,6878500
2013-08-17,S01,32.830002,6303500
2013-08-18,S01,32.889999,5670800
2013-08-19,S01,33.130001,8923800
2013-08-20,S01,33.049999,48477500
2013-08-23,S01,32.259998,13134900
2013-08-24,S01,32.75,18923700
2013-08-25,S01,31.98,10774100
2013-08-26,S01,32,9420400
2013-08-27,S01,32.220001,10444000
2013-08-30,S01,32.09,8635400
2013-08-31,S01,32.040001,8224900
2013-09-01,S01,32.150002,9121700
2013-09-02,S01,32.200001,11499800
2013-09-03,S01,31.1,11574300
2013-09-06,S01,30.93,8321900
2013-09-07,S01,30.709999,10458600
2013-09-08,S01,30.73,12219000
2013-09-09,S01,30.870001,9853800
2013-09-10,S01,31.290001,7204600
2013-09-13,S01,30.799999,5845100
2013-09-14,S01,30.85,5245900
2013-09-15,S01,30.559999,6847600
2013-09-16,S01,30.08,8167400
2013-09-17,S01,29.540001,9441700
2013-09-20,S01,29.51,7392200
2013-09-21,S01,29.51,5783200
2013-09-22,S01,29.190001,8100000
2013-09-23,S01,29.27,8393000
2013-09-24,S01,29.139999,4862100
2013-09-28,S01,29.389999,6523900
2013-09-29,S01,29.129999,5076300
2013-09-30,S01,28.870001,9772300
2013-10-01,S01,28.139999,19508700
2013-10-04,S01,27.290001,8815100
2013-10-05,S01,27.639999,10820200
2013-10-06,S01,28.629999,13390200
2013-10-07,S01,29.01,11843700
2013-10-08,S01,28.549999,6729200
2013-10-11,S01,28.799999,7862600
2013-10-12,S01,28.41,9531000
2013-10-13,S01,28.17,10268700
2013-10-14,S01,28.02,7856900
2013-10-15,S01,28,13562600
2013-10-18,S01,28.219999,6562400
2013-10-19,S01,28.360001,7403100
2013-10-20,S01,28.549999,7764200
2013-10-21,S01,28.610001,8264100
2013-10-22,S01,28.129999,7851600
2013-10-25,S01,27.780001,7081800
2013-10-26,S01,27.120001,7518600
2013-10-27,S01,27.33,5618900
2013-10-28,S01,27,5903200
2013-10-29,S01,28.700001,14743000
2013-11-01,S01,28.790001,6992600
2013-11-02,S01,28.559999,3545100
2013-11-04,S01,28.52,4695400
2013-11-05,S01,28.32,7054200
2013-11-08,S01,27.719999,6768900
2013-11-09,S01,27.790001,9540200
2013-11-10,S01,27.75,7951600
2013-11-11,S01,27.08,9661300
2013-11-12,S01,27.120001,7268000
2013-11-15,S01,26.719999,8016200
2013-11-16,S01,26.68,8203800
2013-11-17,S01,27.690001,8045900
2013-11-18,S01,28.15,8153800
2013-11-19,S01,28.02,9478300
2013-11-22,S01,27,9563900
2013-11-23,S01,27.08,11880600
2013-11-24,S01,27.129999,7618400
2013-11-25,S01,27.74,8031300
2013-11-26,S01,27.49,11710000
2013-11-29,S01,27.6,8000900
2013-11-30,S01,27.450001,10633900
2013-12-01,S01,27.799999,9361300
2013-12-02,S01,27.84,9437500
2013-12-03,S01,28.379999,8619800
2013-12-06,S01,28.68,9780900
2013-12-07,S01,29.360001,14547300
2013-12-08,S01,29.4,7852100
2013-12-09,S01,29.790001,7914100
2013-12-10,S01,29.75,6591100
2013-12-13,S01,29.75,7788500
2013-12-14,S01,29.85,5899200
2013-12-15,S01,29.940001,7841900
2013-12-16,S01,30.379999,9181600
2013-12-17,S01,30.379999,10129100
2013-12-20,S01,29.99,8885100
2013-12-21,S01,29.870001,8565600
2013-12-22,S01,29.74,6671400
2013-12-23,S01,29.5,5787400
2013-12-24,S01,29.68,5739000
2013-12-27,S01,29.65,6009700
2013-12-28,S01,29.559999,6408900
2013-12-29,S01,29.559999,4183200
2013-12-30,S01,29.379999,6076200
2013-12-31,S01,29.379999,8706300
2014-01-04,S01,29.01,5823000
2014-01-05,S01,28.889999,5841000
2014-01-06,S01,29.57,8748800
2014-01-07,S01,29.34,8065300
2014-01-10,S01,29.290001,7912400
2014-01-11,S01,28.85,8352000
2014-01-12,S01,28.809999,10427700
2014-01-13,S01,29.15,13060500
2014-01-14,S01,29.700001,10377800
2014-01-17,S01,29.709999,5497900
2014-01-18,S01,28.98,9955600
2014-01-19,S01,28.780001,11371700
2014-01-20,S01,28.91,7822900
2014-01-21,S01,29.290001,10882300
2014-01-24,S01,28.73,6481300
2014-01-25,S01,28.950001,10702200
2014-01-26,S01,27.58,16989600
2014-01-27,S01,27.950001,9243300
2014-01-28,S01,27.82,9304500
2014-01-31,S01,27.809999,9697700
2014-02-01,S01,27.799999,8798800
2014-02-02,S01,27.700001,8758500
2014-02-03,S01,27.91,5766000
2014-02-04,S01,28.530001,10466600
2014-02-07,S01,28.23,6772400
2014-02-08,S01,27.99,9783500
2014-02-09,S01,27.440001,9056700
2014-02-10,S01,27.530001,9962000
2014-02-11,S01,27.530001,7583200
2014-02-14,S01,28.610001,13724900
2014-02-15,S01,28.780001,8000600
2014-02-16,S01,28.74,8143700
2014-02-17,S01,28.860001,10508200
2014-02-18,S01,28.77,11642400
2014-02-21,S01,28.24,9642500
2014-02-22,S01,27.98,13114500
2014-02-23,S01,27.98,8930500
2014-02-24,S01,28.200001,9339800
2014-02-25,S01,28.92,13015600
2014-03-02,S01,28.9,9626600
2014-03-03,S01,29.23,9974900
2014-03-04,S01,29.299999,9845000
2014-03-07,S01,29.51,10014100
2014-03-08,S01,30.02,13155400
2014-03-09,S01,29.73,10179200
2014-03-10,S01,29.5,8314200
2014-03-11,S01,29.9,11330700
2014-03-14,S01,29.690001,7221300
2014-03-15,S01,29.74,9544100
2014-03-16,S01,29.639999,10029300
2014-03-17,S01,29.08,9833900
2014-03-18,S01,28.950001,12828700
2014-03-21,S01,28.940001,8284500
2014-03-22,S01,29.309999,9087400
2014-03-23,S01,29.42,5355700
2014-03-25,S01,29.84,4249900
2014-03-28,S01,29.780001,6133500
2014-03-29,S01,29.780001,6345500
2014-03-30,S01,29.83,8315700
2014-03-31,S01,30.1,8044900
2014-04-01,S01,30.200001,11689200
2014-04-04,S01,29.85,5748000
2014-04-05,S01,29.790001,8286300
2014-04-06,S01,29.940001,5798000
2014-04-07,S01,30.059999,5625300
2014-04-08,S01,29.889999,5019100
2014-04-11,S01,29.950001,7256800
2014-04-12,S01,31.139999,16770100
2014-04-13,S01,31.27,11707000
2014-04-14,S01,31.25,7443500
2014-04-15,S01,31.1,9093300
2014-04-18,S01,30.99,7374000
2014-04-19,S01,31.549999,9266200
2014-04-20,S01,31.809999,8054800
2014-04-21,S01,31.360001,6978900
2014-04-22,S01,31.08,13373000
2014-04-25,S01,30.950001,1978900
2014-04-27,S01,31.16,4503700
2014-04-28,S01,30.93,6179000
2014-04-29,S01,30.889999,4822300
2014-05-02,S01,30.99,7153000
2014-05-04,S01,32.41,13357500
2014-05-05,S01,32.279999,8832500
