SeriesInd,group,Var05,Var07
2012-09-08,S03,49.8414268571,49.9214287142
2012-09-09,S03,49.8600005714,49.6042861428
2012-09-10,S03,49.445713,49.5099982857
2012-09-11,S03,49.380001,48.6428565714
2012-09-14,S03,48.4571418571,47.6142845714
2012-09-15,S03,47.4285698571,48.0200004285
2012-09-16,S03,48.0671424285,48.5528564285
2012-09-17,S03,48.8685722857,48.6471442857
2012-09-18,S03,48.5085715714,47.8885727142
2012-09-21,S03,47.1385727142,47.7714271428
2012-09-22,S03,47.9285698571,47.4557151428
2012-09-23,S03,47.6328582857,48.1114272857
2012-09-24,S03,47.9957161428,47.8571434285
2012-09-25,S03,47.8285712857,48.2014274285
2012-09-29,S03,48.7285728571,49.6899985714
2012-09-30,S03,49.8385695714,49.3585701428
2012-10-01,S03,49.5,49.4428558571
2012-10-02,S03,49.0257148571,49.0628585714
2012-10-05,S03,49.3857154285,48.2914275714
2012-10-06,S03,48.3100014285,47.4342841428
2012-10-07,S03,47.3971442857,47.4628562857
2012-10-08,S03,47.6071434285,47.3557128571
2012-10-09,S03,47.2214278571,46.5571441428
2012-10-12,S03,46.7428588571,46.6571425714
2012-10-13,S03,47.1428565714,47.4914284285
2012-10-14,S03,47.1071434285,46.6785698571
2012-10-15,S03,46.7000007142,46.4514274285
2012-10-16,S03,46.9985732857,45.7514267142
2012-10-19,S03,45.337143,45.0457152857
2012-10-20,S03,45.2400017142,46.4714278571
2012-10-21,S03,46.4514274285,46.087143
2012-10-22,S03,45.5628585714,47.318573
2012-10-23,S03,47.3385695714,46.6214294285
2012-10-26,S03,46.7985725714,47.4342841428
2012-10-27,S03,47.6642875714,47.8942871428
2012-10-28,S03,48.0057144285,47.7200012857
2012-10-29,S03,47.8142852857,47.952858
2012-10-30,S03,47.9928588571,49.0371437142
2012-11-03,S03,49,49.9185714285
2012-11-04,S03,49.8499984285,50.2514267142
2012-11-05,S03,50.6671409999,51.0285721428
2012-11-06,S03,50.4771422857,51.3871421428
2012-11-09,S03,50.9057159999,50.5714301428
2012-11-10,S03,50.5042838571,50.5357131428
2012-11-11,S03,51.1899985714,51.1457138571
2012-11-12,S03,51.5728568571,51.1100005714
2012-11-13,S03,51.5957145714,52.1314277142
2012-11-16,S03,52.2042847142,53.4000015714
2012-11-17,S03,53.9999999999,53.8357124285
2012-11-18,S03,56.5885695714,55.2714271428
2012-11-19,S03,55.2785721428,55.3271445714
2012-11-20,S03,55.4742851428,56.1857147142
2012-11-23,S03,55.7642859999,56.9285698571
2012-11-24,S03,57.1428565714,57.6300009999
2012-11-25,S03,57.2271422857,56.0842857142
2012-11-26,S03,55.9457129999,55.9742851428
2012-11-27,S03,55.3771438571,55.7828559999
2012-11-30,S03,56.8257141428,56.6785698571
2012-12-01,S03,56.8071441428,55.5585708571
2012-12-02,S03,55.8542861428,56.0814285714
2012-12-03,S03,55.6300009999,53.9099998571
2012-12-04,S03,54.3485717142,53.3742867142
2012-12-07,S03,51.6699981428,50.4585724285
2012-12-08,S03,51.6142845714,53.4300002857
2012-12-09,S03,53.0214271428,51.9557151428
2012-12-10,S03,52.9314269999,53.3857154285
2012-12-11,S03,54.0099982857,53.8557128571
2012-12-14,S03,54.2328567142,54.7728577142
2012-12-15,S03,54.5028571428,54.3542861428
2012-12-16,S03,54.6157149999,54.3485717142
2012-12-17,S03,52.9771422857,52.2928581428
2012-12-18,S03,51.7385711428,50.8614272857
2012-12-21,S03,52.0728568571,50.9199981428
2012-12-22,S03,51.4714278571,53.3714294285
2012-12-23,S03,53.3528557142,53.7400017142
2012-12-24,S03,52.1542854285,53.3885727142
2012-12-25,S03,53.0242844285,54.7971419999
2012-12-28,S03,55.4542847142,55.7099991428
2012-12-29,S03,55.4642868571,55.7128562857
2012-12-30,S03,55.7957152857,54.9757155714
2012-12-31,S03,55.1171417142,54.4328575714
2013-01-01,S03,53.5342864285,53.4357147142
2013-01-05,S03,52.4814299999,54.2485732857
2013-01-06,S03,55.0800018571,54.8471412857
2013-01-07,S03,54.6285705714,54.8771438571
2013-01-08,S03,54.8471412857,53.9257125714
2013-01-11,S03,53.2857131428,54.2771415714
2013-01-12,S03,54.5914268571,54.9457129999
2013-01-13,S03,55.2885704285,55.6142845714
2013-01-14,S03,55.9185714285,56.1371421428
2013-01-15,S03,56.5057144285,57.2142868571
2013-01-18,S03,56.7142868571,58.8042869999
2013-01-19,S03,59.3214301428,59.0642852857
2013-01-20,S03,59.9485702857,58.8771438571
2013-01-21,S03,57.2900008571,57.4028587142
2013-01-22,S03,57.1828575714,57.7571411428
2013-01-25,S03,57.1228561428,57.5957145714
2013-01-26,S03,58.3899994285,57.0371437142
2013-01-27,S03,57.1699981428,56.7157135714
2013-01-28,S03,57.4171409999,55.7957152857
2013-01-29,S03,55.3028564285,54.4742851428
2013-02-01,S03,54.3385695714,53.5142859999
2013-02-02,S03,53.5099982857,53.2142868571
2013-02-03,S03,52.5514297142,54.0357131428
2013-02-04,S03,53.3328589999,53.9099998571
2013-02-05,S03,53.6828575714,52.8285712857
2013-02-08,S03,54.1557159999,55.5442848571
2013-02-09,S03,56.0814285714,57.1842841428
2013-02-10,S03,58.1914291428,57.4557151428
2013-02-11,S03,57.8542861428,58.3471412857
2013-02-12,S03,59.5471419999,60.2857131428
2013-02-15,S03,60.2485732857,59.9985732857
2013-02-16,S03,60.2514267142,60.3199997142
2013-02-17,S03,57.3357124285,56.9457129999
2013-02-18,S03,57.1428565714,56.4728584285
2013-02-19,S03,56.8714294285,56.1242867142
2013-02-22,S03,56.5971412857,57.9671439999
2013-02-23,S03,57.8614272857,56.8242874285
2013-02-24,S03,57.3942871428,57.2285728571
2013-02-25,S03,58.2228584285,57.8128585714
2013-02-26,S03,57.5714301428,57.8499984285
2013-03-01,S03,57.4885711428,57.8257141428
2013-03-02,S03,56.7728577142,56.6442871428
2013-03-03,S03,57.1557159999,56.7728577142
2013-03-04,S03,57.0099982857,57.5814285714
2013-03-05,S03,57.4328575714,57.1771431428
2013-03-08,S03,57.1300009999,57.1042861428
2013-03-09,S03,57.4585724285,58.0328559999
2013-03-10,S03,56.7099991428,56.4685707142
2013-03-11,S03,56.7185707142,55.0314292857
2013-03-12,S03,55.2299995714,54.9457129999
2013-03-15,S03,54.7885704285,54.1800002857
2013-03-16,S03,54.4000015714,55.5471419999
2013-03-17,S03,55.6071434285,54.9671439999
2013-03-18,S03,54.8542861428,53.9157142857
2013-03-19,S03,54.1314277142,53.5628585714
2013-03-22,S03,52.9142875714,52.7157135714
2013-03-23,S03,53.0028571428,53.7871437142
2013-03-24,S03,53.5014267142,52.4271431428
2013-03-26,S03,52.6314277142,51.9385719999
2013-03-29,S03,53.1928558571,53.7314299999
2013-03-30,S03,53.6914291428,53.3142852857
2013-03-31,S03,54.4700012857,54.5999984285
2013-04-01,S03,54.6485709999,55.4185714285
2013-04-02,S03,55.6899985714,55.6714287142
2013-04-05,S03,56.2128562857,56.1442871428
2013-04-06,S03,56.0728568571,55.8499984285
2013-04-07,S03,55.7042847142,55.5842857142
2013-04-08,S03,55.9214287142,55.8085708571
2013-04-09,S03,56.1214294285,56.2314299999
2013-04-12,S03,55.9542847142,55.9771422857
2013-04-13,S03,56.1428565714,55.5442848571
2013-04-14,S03,55.2428588571,54.3128585714
2013-04-15,S03,54.7614288571,54.1342849999
2013-04-16,S03,54.3371429999,54.4314269999
2013-04-19,S03,54.6385727142,54.6014289999
2013-04-20,S03,55.3942871428,56.5642852857
2013-04-21,S03,56.6699981428,56.6357154285
2013-04-22,S03,56.7142868571,56.9357147142
2013-04-23,S03,57.0985717142,57.6185722857
2013-04-27,S03,57.5857124285,58.0757141428
2013-04-28,S03,58.1271438571,57.5200004285
2013-04-29,S03,57.6285705714,57.8742867142
2013-04-30,S03,57.6442871428,57.8571434285
2013-05-04,S03,58.4857139999,58.7471428571
2013-05-05,S03,58.5714301428,59.0628585714
2013-05-06,S03,59.2785721428,59.7185707142
2013-05-07,S03,59.9671439999,60.3428574285
2013-05-10,S03,60.7857131428,60.2471428571
2013-05-11,S03,60.8442839999,60.4628562857
2013-05-12,S03,60.3828582857,60.3642845714
2013-05-13,S03,60.3257141428,60.1985702857
2013-05-14,S03,59.9571418571,59.9728584285
2013-05-18,S03,60.5999984285,60.6714287142
2013-05-19,S03,60.9942855714,61.3014297142
2013-05-20,S03,61.4500007142,61.1071434285
2013-05-21,S03,61.0699997142,60.0428581428
2013-05-24,S03,60.3814277142,61.0585708571
2013-05-25,S03,60.7285728571,60.0585708571
2013-05-26,S03,64.9199981428,63.8085708571
2013-05-27,S03,64.0514297142,63.5185699999
2013-05-28,S03,63.4771422857,63.8971442857
2013-05-31,S03,63.6728554285,64.7157135714
2013-06-01,S03,65.0842818571,65.2114257142
2013-06-02,S03,65.4871444285,65.1699981428
2013-06-03,S03,65.1285705714,65.0171432856
2013-06-04,S03,65.3285751428,65.6685714285
2013-06-07,S03,65.4828567142,66.2814254285
2013-06-08,S03,66.4642868571,66.9757155714
2013-06-09,S03,67.2142868571,68.0971451428
2013-06-10,S03,68.6800002856,70.4528579999
2013-06-11,S03,70.1371459999,70.4885711428
2013-06-14,S03,71.3614272856,71.8000029999
2013-06-15,S03,72.0942839999,72.7799987142
2013-06-16,S03,73.4657135714,71.0957107142
2013-06-17,S03,70.2142868571,71.7442855714
2013-06-18,S03,71.8728561428,71.7314299999
2013-06-22,S03,72.4114304285,73.5500029999
2013-06-23,S03,73.2971419999,73.2914275714
2013-06-24,S03,73.5828552856,73.7699967142
2013-06-25,S03,74.2385711428,74.6299972856
2013-06-28,S03,74.4728545714,75.1085738571
2013-06-29,S03,75.4228591428,76.4871444285
2013-06-30,S03,77.3657149999,77.4914321428
2013-07-01,S03,78.3099975714,77.7814254285
2013-07-02,S03,77.7485732856,77.8828582856
2013-07-05,S03,77.9171447142,76.1657181428
2013-07-06,S03,74.8085708571,75.7514267142
2013-07-07,S03,76.6857147142,75.8128585714
2013-07-08,S03,76.3842849999,77.4271392856
2013-07-09,S03,77.7442855714,77.8814315714
2013-07-12,S03,78.4257125714,78.8571395713
2013-07-13,S03,79.6485748571,81.1571425713
2013-07-14,S03,82.5785751428,84.2257155713
2013-07-15,S03,85.6585692856,83.6514282856
2013-07-16,S03,83.5314254285,83.6528548571
2013-07-19,S03,85.4814299999,85.8714294285
2013-07-20,S03,85.6442871428,86.5657119999
2013-07-21,S03,86.1057128571,86.0714264285
2013-07-22,S03,85.3971405713,85.6200027142
2013-07-23,S03,85.7842864285,85.1500015713
2013-07-26,S03,85.6842879999,86.7114257142
2013-07-27,S03,86.5971451428,87.7828598571
2013-07-28,S03,88.3399962856,88.2314299999
2013-07-29,S03,87.5400008571,87.1228561428
2013-07-30,S03,86.9671401428,85.6500015713
2013-08-02,S03,85.9757155713,88.3757171428
2013-08-03,S03,89.6142882856,89.9028548571
2013-08-04,S03,89.1928558571,89.1871414285
2013-08-05,S03,89.5685729999,90.5257109999
2013-08-09,S03,89.4471435713,90.8899994285
2013-08-10,S03,91.4185714285,89.7771454285
2013-08-11,S03,90.8857117142,89.4571457142
2013-08-12,S03,89.2857131428,88.9671401428
2013-08-13,S03,89.1585692856,86.4614257142
2013-08-16,S03,87.1514282856,82.8757171428
2013-08-17,S03,82.7057114285,87.0999984285
2013-08-18,S03,87.6742858571,86.9057159999
2013-08-19,S03,85.7457122856,83.9199981428
2013-08-20,S03,84.4828567142,81.8542861428
2013-08-23,S03,81.5157165713,81.6714248571
2013-08-24,S03,80.3728561428,80.0400008571
2013-08-25,S03,87.9485702856,87.1428604285
2013-08-26,S03,87.7528534285,86.8142852856
2013-08-27,S03,86.4385681428,86.1428604285
2013-08-30,S03,85.4000015713,83.4257125713
2013-08-31,S03,83.5571441428,83.1614304285
2013-09-01,S03,82.8914261428,83.7114257142
2013-09-02,S03,84.3571395713,83.1171417142
2013-09-03,S03,82.4400024285,80.7499999999
