SeriesInd,group,Var02,Var03
2011-08-29,S02,110114400,13.38
2011-08-30,S02,146322900,12.96
2011-09-02,S02,106416800,13.18
2011-09-03,S02,123207400,12.75
2011-09-04,S02,198525600,11.59
2011-09-05,S02,237094700,10.59
2011-09-06,S02,261066500,10.95
2011-09-09,S02,134388700,12.02
2011-09-10,S02,125738800,11.85
2011-09-11,S02,102657000,12.49
2011-09-12,S02,100156000,12.32
2011-09-13,S02,105856000,11.87
2011-09-16,S02,108686700,11.49
2011-09-17,S02,101309100,11.45
2011-09-18,S02,132864400,11.11
2011-09-19,S02,156449200,10.76
2011-09-20,S02,174455100,10.17
2011-09-23,S02,90998300,11.01
2011-09-24,S02,137858600,10.42
2011-09-25,S02,146872000,11.35
2011-09-26,S02,90700800,11.66
2011-09-27,S02,78823400,11.62
2011-10-01,S02,80977300,11.38
2011-10-02,S02,87265300,11.45
2011-10-03,S02,79568700,11.81
2011-10-04,S02,83480900,11.39
2011-10-07,S02,76229000,11.06
2011-10-08,S02,81494400,10.89
2011-10-09,S02,74947600,11
2011-10-10,S02,64799500,11.1
2011-10-11,S02,50280600,11.21
2011-10-14,S02,58144500,11.4
2011-10-15,S02,51790900,11.52
2011-10-16,S02,61954100,11.5
2011-10-17,S02,69430100,11.33
2011-10-18,S02,55417700,11.4
2011-10-21,S02,67814300,11.5
2011-10-22,S02,73509000,11.18
2011-10-23,S02,83134400,11
2011-10-24,S02,74449200,10.64
2011-10-25,S02,148168400,10.42
2011-10-28,S02,57994700,10.43
2011-10-29,S02,124866100,9.75
2011-10-30,S02,182831300,10.04
2011-10-31,S02,153383000,10.02
2011-11-01,S02,71607100,10.15
2011-11-05,S02,81246900,10.04
2011-11-06,S02,72565300,10.17
2011-11-07,S02,62355500,10.45
2011-11-08,S02,50732700,10.54
2011-11-11,S02,56354100,10.83
2011-11-12,S02,103923200,11.26
2011-11-13,S02,68051400,11.54
2011-11-14,S02,66020400,11.51
2011-11-15,S02,68905500,11.3
2011-11-18,S02,49910000,11.23
2011-11-19,S02,53134900,11.25
2011-11-20,S02,67645100,11.43
2011-11-21,S02,102031500,11.75
2011-11-22,S02,161608200,12.35
2011-11-25,S02,125770900,12.75
2011-11-26,S02,97305400,12.85
2011-11-27,S02,59746700,12.86
2011-11-28,S02,88510100,12.72
2011-11-29,S02,79512400,12.58
2011-12-02,S02,77124700,12.94
2011-12-03,S02,115202600,12.77
2011-12-04,S02,60875000,12.95
2011-12-05,S02,51574800,12.9
2011-12-06,S02,54704600,12.8
2011-12-09,S02,39072000,12.92
2011-12-10,S02,50265100,12.8
2011-12-11,S02,68132100,12.33
2011-12-12,S02,68017900,11.9
2011-12-13,S02,41635500,12.13
2011-12-16,S02,59316100,11.88
2011-12-17,S02,61043500,12.06
2011-12-18,S02,54218100,11.8
2011-12-19,S02,61059000,11.83
2011-12-20,S02,50806600,11.6
2011-12-23,S02,42449600,11.6
2011-12-24,S02,86299200,11.09
2011-12-25,S02,78571900,10.95
2011-12-26,S02,56953100,11.14
2011-12-27,S02,63565200,11.05
2011-12-30,S02,33651500,11.35
2011-12-31,S02,64984700,11.13
2012-01-01,S02,81988800,11.46
2012-01-02,S02,39943600,11.57
2012-01-03,S02,65243900,11.84
2012-01-07,S02,42497600,11.78
2012-01-08,S02,40798700,11.7
2012-01-09,S02,48528500,11.64
2012-01-10,S02,37849800,11.75
2012-01-13,S02,36689700,11.84
2012-01-14,S02,39772300,11.89
2012-01-15,S02,54102700,11.76
2012-01-16,S02,141408500,12.1
2012-01-17,S02,68954600,12.34
2012-01-20,S02,49812800,12.38
2012-01-21,S02,59130900,12.51
2012-01-22,S02,53139300,12.29
2012-01-23,S02,46866400,12.15
2012-01-24,S02,42647800,12.39
2012-01-27,S02,28799700,12.46
2012-01-28,S02,42671500,12.27
2012-01-29,S02,45211800,12.28
2012-01-30,S02,42679600,12.2
2012-01-31,S02,54565500,12.12
2012-02-03,S02,95949200,12.53
2012-02-04,S02,74701900,12.92
2012-02-05,S02,92326000,13.04
2012-02-06,S02,53526700,13.19
2012-02-07,S02,71857700,13.28
2012-02-10,S02,48002800,13.68
2012-02-11,S02,50056400,13.51
2012-02-12,S02,59061900,13.64
2012-02-13,S02,78814100,13.78
2012-02-14,S02,61337700,13.61
2012-02-17,S02,34852700,13.64
2012-02-18,S02,84614000,13.18
2012-02-19,S02,60800200,13.35
2012-02-20,S02,85365000,13.66
2012-02-21,S02,38003100,13.83
2012-02-24,S02,77370800,14.01
2012-02-25,S02,214814400,13.92
2012-02-26,S02,81025700,14.09
2012-02-27,S02,51719400,14.06
2012-02-28,S02,52281900,14.1
2012-03-02,S02,56606000,14.16
2012-03-03,S02,54691100,14.22
2012-03-04,S02,185667300,14.44
2012-03-05,S02,193232000,15.4
2012-03-06,S02,141539900,15.81
2012-03-09,S02,127386000,16.059999
2012-03-10,S02,133717300,15.88
2012-03-11,S02,139738200,16.08
2012-03-12,S02,94746200,16.200001
2012-03-13,S02,91657100,16.040001
2012-03-16,S02,233268400,16.68
2012-03-17,S02,234481200,16.360001
2012-03-18,S02,127748600,16.52
2012-03-19,S02,256937900,16.049999
2012-03-20,S02,130323600,15.83
2012-03-23,S02,91288900,16.110001
2012-03-24,S02,96689100,15.62
2012-03-25,S02,66727700,15.81
2012-03-27,S02,31557200,15.75
2012-03-30,S02,61577500,15.86
2012-03-31,S02,71737400,15.83
2012-04-01,S02,100724400,16.139999
2012-04-02,S02,82484500,16.629999
2012-04-03,S02,67399500,16.6
2012-04-06,S02,57290300,16.52
2012-04-07,S02,64104300,16.549999
2012-04-08,S02,106700000,16.35
2012-04-09,S02,47280900,16.66
2012-04-10,S02,38196000,16.65
2012-04-13,S02,53899700,16.469999
2012-04-14,S02,43070000,16.389999
2012-04-15,S02,44901200,16.35
2012-04-16,S02,49567600,16.440001
2012-04-17,S02,51948100,16.68
2012-04-20,S02,41880000,16.629999
2012-04-21,S02,35604000,16.84
2012-04-22,S02,31602700,16.85
2012-04-23,S02,25730100,16.75
2012-04-27,S02,27703900,16.6
2012-04-28,S02,28413200,16.65
2012-04-29,S02,25556700,16.65
2012-04-30,S02,24055100,16.65
2012-05-01,S02,22417600,16.610001
2012-05-04,S02,70794200,17
2012-05-05,S02,106477200,16.959999
2012-05-06,S02,112378000,17.219999
2012-05-07,S02,96284400,17.950001
2012-05-08,S02,99029500,18.08
2012-05-11,S02,65348400,18.16
2012-05-12,S02,61312500,18.129999
2012-05-13,S02,66841400,18.290001
2012-05-14,S02,100459700,18.549999
2012-05-15,S02,50279400,18.58
2012-05-19,S02,39737500,18.610001
2012-05-20,S02,89216500,17.77
2012-05-21,S02,93501600,17.35
2012-05-22,S02,48717700,17.870001
2012-05-25,S02,51698600,17.75
2012-05-26,S02,47155800,17.66
2012-05-27,S02,66834100,17.9
2012-05-28,S02,67711700,18.33
2012-05-29,S02,480879500,15.98
2012-06-01,S02,275198200,15.45
2012-06-02,S02,178894300,15.85
2012-06-03,S02,187008500,15.31
2012-06-04,S02,153131300,15.1
2012-06-05,S02,79198700,15.64
2012-06-08,S02,118132900,15.8
2012-06-09,S02,59674500,16.02
2012-06-10,S02,61896700,16.02
2012-06-11,S02,65334900,15.9
2012-06-12,S02,94736400,15.99
2012-06-15,S02,69632700,16.02
2012-06-16,S02,51612800,15.95
2012-06-17,S02,59843600,16
2012-06-18,S02,53727600,15.83
2012-06-19,S02,68774000,15.7
2012-06-23,S02,97449900,15.08
2012-06-24,S02,159528600,14.49
2012-06-25,S02,120277400,14.5
2012-06-26,S02,78341600,14.85
2012-06-29,S02,54120000,14.89
2012-06-30,S02,74337200,14.6
2012-07-01,S02,67127000,14.62
2012-07-02,S02,66720400,14.66
2012-07-03,S02,81593400,14.28
2012-07-06,S02,105389900,13.98
2012-07-07,S02,106699200,14.01
2012-07-08,S02,68046300,14.25
2012-07-09,S02,107127400,14.01
2012-07-10,S02,72249100,13.87
2012-07-13,S02,65056100,14.2
2012-07-14,S02,108919700,13.75
2012-07-15,S02,127862700,13.89
2012-07-16,S02,78683000,14.18
2012-07-17,S02,64541000,14.43
2012-07-20,S02,46486600,14.48
2012-07-21,S02,44731700,14.32
2012-07-22,S02,64431300,14.02
2012-07-23,S02,128201100,14.39
2012-07-24,S02,58954600,14.9
2012-07-27,S02,41259800,14.83
2012-07-28,S02,33301800,14.73
2012-07-29,S02,40889600,14.74
2012-07-30,S02,41909100,14.71
2012-07-31,S02,116247300,14.92
2012-08-03,S02,99116600,15.39
2012-08-04,S02,72322800,15.55
2012-08-05,S02,62315800,15.61
2012-08-06,S02,51295100,15.45
2012-08-07,S02,51126100,15.16
2012-08-10,S02,85626200,14.74
2012-08-11,S02,82591000,14.5
2012-08-12,S02,58736600,14.8
2012-08-13,S02,62357700,14.61
2012-08-14,S02,47434700,14.61
2012-08-17,S02,49822500,14.49
2012-08-18,S02,33575500,14.54
2012-08-19,S02,70978900,14.84
2012-08-20,S02,53181900,15.1
2012-08-24,S02,54775800,15.35
2012-08-25,S02,166900000,15.66
2012-08-26,S02,84380600,15.42
2012-08-27,S02,48145500,15.42
2012-08-28,S02,40203200,15.4
2012-08-31,S02,42185500,15.41
2012-09-01,S02,68659100,15.26
2012-09-02,S02,71753400,14.97
2012-09-03,S02,62502900,14.88
2012-09-04,S02,58371200,15.08
2012-09-07,S02,33369700,15.02
2012-09-08,S02,36633400,15.08
2012-09-09,S02,54989600,15.06
2012-09-10,S02,48775700,15.12
2012-09-11,S02,43317100,15.03
2012-09-14,S02,51778600,15.1
2012-09-15,S02,65261100,14.82
2012-09-16,S02,41278000,14.87
2012-09-17,S02,38684200,15.01
2012-09-18,S02,39285300,14.97
2012-09-21,S02,49529300,14.65
2012-09-22,S02,48890300,14.56
2012-09-23,S02,93969200,14.35
2012-09-24,S02,45961100,14.4
2012-09-25,S02,35654200,14.46
2012-09-29,S02,66438900,14.64
2012-09-30,S02,91509400,14.2
2012-10-01,S02,58588100,14.09
2012-10-02,S02,57295900,13.81
2012-10-05,S02,54183600,13.86
2012-10-06,S02,73208000,13.94
2012-10-07,S02,77161700,13.65
2012-10-08,S02,55365400,13.58
2012-10-09,S02,96684000,13.33
2012-10-12,S02,110748300,12.78
2012-10-13,S02,61363200,13.25
2012-10-14,S02,88736600,13.05
2012-10-15,S02,91842200,12.68
2012-10-16,S02,75778900,12.68
2012-10-19,S02,51392800,12.65
2012-10-20,S02,72508100,13.04
2012-10-21,S02,42578600,13.33
2012-10-22,S02,59361900,13.06
2012-10-23,S02,82743600,13.14
2012-10-26,S02,50005900,13.09
2012-10-27,S02,54013200,13.25
2012-10-28,S02,54105500,13.32
2012-10-29,S02,74076900,13.36
2012-10-30,S02,66304800,13.73
2012-11-03,S02,47019400,13.91
2012-11-04,S02,46233600,13.89
2012-11-05,S02,66182800,13.9
2012-11-06,S02,68539000,13.61
2012-11-09,S02,61376200,13.26
2012-11-10,S02,57768900,13.12
2012-11-11,S02,44328200,13.23
2012-11-12,S02,45989000,13.04
2012-11-13,S02,41208600,13
2012-11-16,S02,66084800,12.63
2012-11-17,S02,53892600,12.86
2012-11-18,S02,33450700,12.92
2012-11-19,S02,43705600,13.08
2012-11-20,S02,26480600,13.15
2012-11-23,S02,45334300,13.01
2012-11-24,S02,109165800,12.85
2012-11-25,S02,113808600,12.3
2012-11-26,S02,69884600,12.3
2012-11-27,S02,68621600,12
2012-11-30,S02,73771800,12.21
2012-12-01,S02,97171100,11.82
2012-12-02,S02,127291500,11.36
2012-12-03,S02,153368800,10.77
2012-12-04,S02,139254200,10.32
2012-12-07,S02,202155900,9.87
2012-12-08,S02,177330900,10.13
2012-12-09,S02,119877300,10.32
2012-12-10,S02,114926800,10.43
2012-12-11,S02,79279300,11
2012-12-14,S02,46283800,11.17
2012-12-15,S02,53398200,11.05
2012-12-16,S02,52262000,10.92
2012-12-17,S02,87073500,10.22
2012-12-18,S02,87207200,9.9
2012-12-21,S02,73424500,9.81
2012-12-22,S02,52107600,10.01
2012-12-23,S02,53035500,10.13
2012-12-24,S02,50166000,10.22
2012-12-25,S02,59398700,10.06
2012-12-28,S02,48857900,10.61
2012-12-29,S02,50345100,10.64
2012-12-30,S02,69283600,10.98
2012-12-31,S02,64031000,10.81
2013-01-01,S02,62021000,10.26
2013-01-05,S02,65558100,10
2013-01-06,S02,45052800,10.32
2013-01-07,S02,45105500,10.27
2013-01-08,S02,69911300,9.98
2013-01-11,S02,58352000,9.85
2013-01-12,S02,44205300,10
2013-01-13,S02,70810200,10.04
2013-01-14,S02,53843200,10.32
2013-01-15,S02,46858900,10.36
2013-01-18,S02,41663900,10.3
2013-01-19,S02,37706900,10.41
2013-01-20,S02,62227400,9.97
2013-01-21,S02,115851100,9.43
2013-01-22,S02,70702600,9.32
2013-01-25,S02,54424800,9.7
2013-01-26,S02,65062200,10.09
2013-01-27,S02,43567700,9.9
2013-01-28,S02,52634800,9.75
2013-01-29,S02,56697200,9.65
2013-02-01,S02,72828100,9.36
2013-02-02,S02,103900000,9.05
2013-02-03,S02,96318100,9.83
2013-02-04,S02,86277500,10.56
2013-02-05,S02,87812400,10.63
2013-02-08,S02,57668200,10.9
2013-02-09,S02,61332000,11.02
2013-02-10,S02,82907500,11.38
2013-02-11,S02,60021300,11.04
2013-02-12,S02,54535700,11.34
2013-02-15,S02,53715600,11.32
2013-02-16,S02,66804200,11.27
2013-02-17,S02,69510100,11.46
2013-02-18,S02,62145700,11.47
2013-02-19,S02,86636000,11.84
2013-02-22,S02,68986900,12.3
2013-02-23,S02,77049100,12.14
2013-02-24,S02,159678600,11.54
2013-02-25,S02,132526600,11.71
2013-02-26,S02,60363200,11.86
2013-03-01,S02,41740400,11.68
2013-03-02,S02,108235700,11.03
2013-03-03,S02,52759200,11.04
2013-03-04,S02,57802200,11.02
2013-03-05,S02,43133100,11.12
2013-03-08,S02,39924300,11.06
2013-03-09,S02,60893400,11.18
2013-03-10,S02,72026000,10.98
2013-03-11,S02,50555200,10.9
2013-03-12,S02,32872400,11.05
2013-03-15,S02,30530100,10.98
2013-03-16,S02,43972900,10.82
2013-03-17,S02,49001300,10.5
2013-03-18,S02,69670700,10.07
2013-03-19,S02,44422000,10.07
2013-03-22,S02,60890100,9.8
2013-03-23,S02,43750700,9.9
2013-03-24,S02,44958400,9.83
2013-03-26,S02,20118500,9.75
2013-03-29,S02,57953300,9.9
2013-03-30,S02,40443800,9.92
2013-03-31,S02,66922300,10.17
2013-04-01,S02,61397000,10.41
2013-04-02,S02,67252600,10.75
2013-04-05,S02,65924700,11.02
2013-04-06,S02,39786100,11
2013-04-07,S02,45168800,10.88
2013-04-08,S02,82552300,9.84
2013-04-09,S02,48326600,10.87
2013-04-12,S02,40777500,10.68
2013-04-13,S02,67905600,10.36
2013-04-14,S02,53224300,10.1
2013-04-15,S02,46636200,10.19
2013-04-16,S02,45962300,10.16
2013-04-19,S02,45068200,9.99
2013-04-20,S02,45235100,10.18
2013-04-21,S02,56203100,10.33
2013-04-22,S02,43983100,10.66
2013-04-23,S02,26953000,10.79
2013-04-27,S02,25444800,10.76
2013-04-28,S02,33445100,10.43
2013-04-29,S02,34317000,10.5
2013-04-30,S02,26815800,10.6
2013-05-04,S02,45709900,10.99
2013-05-05,S02,79725200,11.07
2013-05-06,S02,67877500,11.24
2013-05-07,S02,59840700,11.52
2013-05-10,S02,53981500,11.7
2013-05-11,S02,121750600,11.63
2013-05-12,S02,63806000,11.65
2013-05-13,S02,48687700,11.89
2013-05-14,S02,46366700,11.84
2013-05-18,S02,44398400,11.96
2013-05-19,S02,47102700,12
2013-05-20,S02,70894200,12.43
2013-05-21,S02,43705700,12.45
2013-05-24,S02,49379700,12.55
2013-05-25,S02,45768400,12.46
2013-05-26,S02,54021600,12.7
2013-05-27,S02,75470700,12.66
2013-05-28,S02,142155300,11.79
2013-05-31,S02,57752600,12
2013-06-01,S02,46412100,12.2
2013-06-02,S02,71669000,12.29
2013-06-03,S02,48347600,12.2
2013-06-04,S02,78851200,12.39
2013-06-07,S02,46363300,12.71
2013-06-08,S02,39413500,12.83
2013-06-09,S02,35352500,12.8
2013-06-10,S02,52290500,12.67
2013-06-11,S02,52505500,12.37
2013-06-14,S02,34474400,12.51
2013-06-15,S02,39627900,12.34
2013-06-16,S02,38174800,12.33
2013-06-17,S02,49164400,12.38
2013-06-18,S02,30778000,12.71
2013-06-22,S02,38409800,12.46
2013-06-23,S02,43326000,12.22
2013-06-24,S02,36747600,12.16
2013-06-25,S02,31399300,12.19
2013-06-28,S02,38703400,11.99
2013-06-29,S02,30789000,12.2
2013-06-30,S02,62093700,12.25
2013-07-01,S02,68262000,12.45
2013-07-02,S02,49063500,12.68
2013-07-05,S02,28433700,12.41
2013-07-06,S02,57374500,12
2013-07-07,S02,28440900,12.15
2013-07-08,S02,37099100,12.32
2013-07-09,S02,36159300,12.48
2013-07-12,S02,30275700,12.37
2013-07-13,S02,42783600,12.4
2013-07-14,S02,47578500,12.63
2013-07-15,S02,55286600,12.83
2013-07-16,S02,77119600,12.51
2013-07-19,S02,52445700,12.48
2013-07-20,S02,40214400,12.39
2013-07-21,S02,27521400,12.55
2013-07-22,S02,50117100,12.24
2013-07-23,S02,44755000,12.18
2013-07-26,S02,26692200,12.39
2013-07-27,S02,35070700,12.3
2013-07-28,S02,41051700,12.18
2013-07-29,S02,51039700,12.24
2013-07-30,S02,36381000,12.4
2013-08-02,S02,43966900,12.44
2013-08-03,S02,97034200,12.46
2013-08-04,S02,51505000,12.32
2013-08-05,S02,37939500,12.38
2013-08-09,S02,42515300,12.11
2013-08-10,S02,77370300,11.65
2013-08-11,S02,34724400,11.88
2013-08-12,S02,26988800,11.86
2013-08-13,S02,39675000,11.84
2013-08-16,S02,31903500,11.83
2013-08-17,S02,35981200,11.88
2013-08-18,S02,32314000,11.72
2013-08-19,S02,48169200,11.58
2013-08-20,S02,52631000,11.39
2013-08-23,S02,31269200,11.15
2013-08-24,S02,38615200,11.36
2013-08-25,S02,45185400,11.43
2013-08-26,S02,40889300,11.67
2013-08-27,S02,83070300,11.52
2013-08-30,S02,46156300,11.15
2013-08-31,S02,43959200,11.11
2013-09-01,S02,48572900,11
2013-09-02,S02,40238400,10.85
2013-09-03,S02,53268400,10.63
2013-09-06,S02,33235200,10.52
2013-09-07,S02,46174500,10.4
2013-09-08,S02,54501200,10.41
2013-09-09,S02,42526100,10.66
2013-09-10,S02,36561300,10.56
2013-09-13,S02,50225200,10.3
2013-09-14,S02,41886500,10.1
2013-09-15,S02,44321300,10.15
2013-09-16,S02,49648900,10.01
2013-09-17,S02,50572000,9.96
2013-09-20,S02,38134900,10
2013-09-21,S02,44295700,10.15
2013-09-22,S02,75647800,10.22
2013-09-23,S02,45334100,10.38
2013-09-24,S02,30430800,10.51
2013-09-28,S02,43760600,10.68
2013-09-29,S02,44592100,10.52
2013-09-30,S02,54297000,10.4
2013-10-01,S02,68237000,10.06
2013-10-04,S02,57305600,9.91
2013-10-05,S02,38326200,9.97
2013-10-06,S02,50458000,10.27
2013-10-07,S02,33846100,10.52
2013-10-08,S02,30811600,10.38
2013-10-11,S02,35811400,10.45
2013-10-12,S02,35130800,10.31
2013-10-13,S02,41384200,10.22
2013-10-14,S02,37531800,10.21
2013-10-15,S02,39442000,10.26
2013-10-18,S02,27361000,10.26
2013-10-19,S02,37155900,10.35
2013-10-20,S02,40810100,10.52
2013-10-21,S02,40062800,10.25
2013-10-22,S02,56427300,10.18
2013-10-25,S02,44297600,9.95
2013-10-26,S02,31871900,9.96
2013-10-27,S02,33278900,9.97
2013-10-28,S02,38648400,9.93
2013-10-29,S02,138138600,9.46
2013-11-01,S02,63388600,9.3
2013-11-02,S02,49629300,9.49
2013-11-04,S02,31783900,9.53
2013-11-05,S02,30355400,9.4
2013-11-08,S02,37441600,9.31
2013-11-09,S02,33516600,9.28
2013-11-10,S02,32028700,9.26
2013-11-11,S02,55111000,9.12
2013-11-12,S02,30248300,9.14
2013-11-15,S02,28838200,9.15
2013-11-16,S02,29510000,9.12
2013-11-17,S02,31010000,9.34
2013-11-18,S02,33615000,9.33
2013-11-19,S02,27968300,9.18
2013-11-22,S02,33773800,9.05
2013-11-23,S02,53519200,8.95
2013-11-24,S02,44338200,8.91
2013-11-25,S02,51798900,8.83
2013-11-26,S02,67986800,8.88
2013-11-29,S02,40958300,9.01
2013-11-30,S02,41360900,9.12
2013-12-01,S02,65973000,8.99
2013-12-02,S02,45326500,8.82
2013-12-03,S02,38631400,8.96
2013-12-06,S02,23819100,9.09
2013-12-07,S02,43574500,9.18
2013-12-08,S02,22630300,9.24
2013-12-09,S02,30909800,9.3
2013-12-10,S02,19618800,9.23
2013-12-13,S02,21122000,9.25
2013-12-14,S02,21129500,9.42
2013-12-15,S02,21308300,9.41
2013-12-16,S02,34323700,9.49
2013-12-17,S02,34533900,9.6
2013-12-20,S02,38923800,9.51
2013-12-21,S02,26281100,9.52
2013-12-22,S02,26965500,9.4
2013-12-23,S02,23537700,9.42
2013-12-24,S02,19574600,9.41
2013-12-27,S02,22754200,9.38
2013-12-28,S02,23084400,9.31
2013-12-29,S02,26115700,9.29
2013-12-30,S02,16459400,9.25
2013-12-31,S02,28029200,9.31
2014-01-04,S02,37965000,9.35
2014-01-05,S02,40608800,9.39
2014-01-06,S02,67996400,9.66
2014-01-07,S02,60617000,9.93
2014-01-10,S02,43381300,10.06
2014-01-11,S02,28165300,10.13
2014-01-12,S02,28046500,10.17
2014-01-13,S02,50920200,10.12
2014-01-14,S02,55934300,10.39
2014-01-17,S02,31922200,10.26
2014-01-18,S02,34937000,10.28
2014-01-19,S02,42403000,10.45
2014-01-20,S02,28755100,10.35
2014-01-21,S02,35459800,10.36
2014-01-24,S02,28557900,10.26
2014-01-25,S02,36866300,10.06
2014-01-26,S02,44362600,9.86
2014-01-27,S02,25740900,10.02
2014-01-28,S02,44586300,9.81
2014-01-31,S02,33445600,9.88
2014-02-01,S02,63630000,9.71
2014-02-02,S02,51023800,9.76
2014-02-03,S02,46855500,9.96
2014-02-04,S02,40693900,10.13
2014-02-07,S02,25473900,9.99
2014-02-08,S02,38235700,10.02
2014-02-09,S02,33951600,9.95
2014-02-10,S02,39328700,10.05
2014-02-11,S02,24108500,10.09
2014-02-14,S02,26466500,10.09
2014-02-15,S02,32788400,10.22
2014-02-16,S02,29346300,10.26
2014-02-17,S02,44041700,10.33
2014-02-18,S02,40493000,10.13
2014-02-21,S02,39149700,10.03
2014-02-22,S02,32476500,9.97
2014-02-23,S02,49339800,10.01
2014-02-24,S02,59290900,10.28
2014-02-25,S02,43485500,10.22
2014-03-02,S02,137960900,10.6
2014-03-03,S02,88770100,10.88
2014-03-04,S02,53399000,11.15
2014-03-07,S02,37995000,11.13
2014-03-08,S02,51232200,11.26
2014-03-09,S02,56674900,11.04
2014-03-10,S02,45948800,10.89
2014-03-11,S02,40703600,10.71
2014-03-14,S02,25723100,10.96
2014-03-15,S02,33342900,10.86
2014-03-16,S02,45664700,10.62
2014-03-17,S02,48879800,10.46
2014-03-18,S02,45346200,10.38
2014-03-21,S02,39359100,10.65
2014-03-22,S02,34739800,10.76
2014-03-23,S02,21181700,10.8
2014-03-25,S02,16032200,10.96
2014-03-28,S02,26831700,10.97
2014-03-29,S02,37610000,11.1
2014-03-30,S02,38496900,10.98
2014-03-31,S02,57289300,11.32
2014-04-01,S02,41329600,11.33
2014-04-04,S02,47746300,11.4
2014-04-05,S02,37760200,11.23
2014-04-06,S02,33152400,11.18
2014-04-07,S02,31065800,11.19
2014-04-08,S02,38404500,11.26
2014-04-11,S02,26025200,11.41
2014-04-12,S02,36326900,11.4
2014-04-13,S02,31099900,11.43
2014-04-14,S02,35443200,11.21
2014-04-15,S02,36933500,11.03
2014-04-18,S02,46983300,11.14
2014-04-19,S02,61810400,11.4
2014-04-20,S02,54884700,11.62
2014-04-21,S02,47750100,11.58
2014-04-22,S02,94489300,11.47
2014-04-25,S02,91734900,11.67
2014-04-27,S02,140331900,12.31
2014-04-28,S02,108315100,12.36
2014-04-29,S02,95668600,12.52
2014-05-02,S02,106908900,12.76
2014-05-04,S02,75274700,13
2014-05-05,S02,121284700,13.05
2014-05-06,S02,54669900,13.35
2014-05-09,S02,43482400,13.35
2014-05-10,S02,46336200,13.2
2014-05-11,S02,36973900,13.39
2014-05-12,S02,84884300,13.68
2014-05-13,S02,67641200,13.9
2014-05-16,S02,46224800,13.86
2014-05-17,S02,55425000,13.89
2014-05-18,S02,51453400,14.01
2014-05-19,S02,44299300,14.07
2014-05-20,S02,45716100,13.97
2014-05-24,S02,35467900,14
2014-05-25,S02,58122200,13.79
2014-05-26,S02,42532700,13.81
2014-05-27,S02,53405400,13.64
2014-05-30,S02,51189300,13.42
2014-05-31,S02,131146500,12.89
2014-06-01,S02,59595900,12.89
2014-06-02,S02,65844000,12.67
2014-06-03,S02,45222500,12.94
